,ACTIVITY_TYPE,BASE_STATE_PRC_HUNTING,BASE_STATE_PRC_HUNTING_OVER_100_ACRES,STATE,ACREAGE,DURATION_days,DAILY_PRICE_BASE,TOTAL_ANNUAL_PRICE,FINAL_PRICE,final_price_less_20_acres,final_price_20_100_acres,final_price_100_plus_acres
9319,HUNTING,16.0,28.0,Virginia,433,179,12.36841236051579,4514.470511588263,2213.9458125323267,,,310.028
9331,HUNTING,21.0,33.0,Michigan,152,52,7.955541694188019,2903.772718378627,413.688168097777,,,158.08
9332,HUNTING,10.0,22.0,Oregon,66,123,2.73972602739726,1000.0,336.986301369863,,738.0,32.472
9334,HUNTING,10.0,22.0,Maine,67,343,2.73972602739726,1000.0,939.7260273972602,,2058.0,91.924
9353,HUNTING,10.0,22.0,Nevada,490,167,11.66273405915866,4256.897931592911,1947.6765878794963,,,327.32
9363,HUNTING,10.0,22.0,Tennessee,65,292,2.73972602739726,1000.0,800.0,,1752.0,75.92
9364,HUNTING,10.0,22.0,New Mexico,778,40,14.695762719966638,5363.953392787823,587.8305087986655,,,622.4
9365,HUNTING,10.0,22.0,Oregon,108,246,5.47537930832999,1998.5134475404464,1346.9433098491777,,,106.272
9382,HUNTING,10.0,22.0,New Jersey,708,303,14.019062164048888,5116.957689877844,4247.775835706813,,,858.096
9406,HUNTING,29.0,29.0,Wisconsin,354,312,11.381293478599538,4154.172119688831,3550.9635653230557,,,441.792
9417,HUNTING,10.0,22.0,Delaware,301,205,9.140828914108669,3336.4025536496642,1873.869927392277,,,246.82
9423,HUNTING,11.0,23.0,West Virginia,908,151,16.232964337085043,5925.031983036041,2451.1776148998415,,,548.432
9424,HUNTING,10.0,22.0,Maine,935,182,16.11046731367887,5880.320569492788,2932.1050510895548,,,680.6800000000001
9427,HUNTING,10.0,22.0,Nevada,454,31,11.2261349631695,4097.539261556867,348.0101838582545,,,281.48
9430,HUNTING,13.0,25.0,Oklahoma,231,67,8.536247264334209,3115.730251481986,571.928566710392,,,154.77
9436,HUNTING,10.0,22.0,Vermont,70,154,2.73972602739726,1000.0,421.9178082191781,,924.0,43.120000000000005
9443,HUNTING,16.0,28.0,Virginia,874,147,17.5721832755742,6413.846895584583,2583.1109415094074,,,513.912
9462,HUNTING,10.0,22.0,Alabama,923,345,16.006750780758967,5842.464034977023,5522.329019361844,,,1273.74
9471,HUNTING,10.0,22.0,Oregon,803,72,14.930010230386717,5449.453734091152,1074.9607365878437,,,578.16
9479,HUNTING,29.0,29.0,Missouri,958,239,18.72288396420137,6833.852646933499,4474.769267444127,,,915.8480000000001
9481,HUNTING,10.0,22.0,South Dakota,904,230,15.841144221719933,5782.017640927776,3643.4631709955847,,,831.6800000000001
9484,HUNTING,10.0,22.0,Vermont,628,132,13.203289763320978,4819.200763612157,1742.834248758369,,,331.584
9489,HUNTING,10.0,22.0,Utah,734,9,14.274153497131573,5210.066026453024,128.46738147418415,,,264.24
9494,HUNTING,29.0,29.0,Kansas,738,279,16.43304982848332,5998.063187396411,4584.8209021468465,,,823.608
9495,HUNTING,10.0,22.0,Arizona,751,226,14.438507446375446,5270.055217927038,3263.102682880851,,,678.904
9519,HUNTING,10.0,22.0,Mississippi,475,192,11.482835346721862,4191.234901553479,2204.7043865705973,,,364.8
9525,HUNTING,32.0,32.0,Ohio,210,166,9.20821877050616,3360.9998512347483,1528.5643159040226,,,139.44
9526,HUNTING,13.0,25.0,Oklahoma,423,172,11.551308436292171,4216.227579246643,1986.8250510422533,,,291.024
9528,HUNTING,10.0,22.0,Idaho,424,360,10.84888888051803,3959.844441389081,3905.599996986491,,,610.56
9529,HUNTING,10.0,22.0,New Mexico,713,239,14.068477411256886,5134.994255108763,3362.366101290396,,,681.6279999999999
9541,HUNTING,10.0,22.0,New Mexico,688,268,13.81963433355436,5044.166531747342,3703.6620013925685,,,737.5360000000001
9552,HUNTING,15.0,27.0,South Carolina,287,33,9.888122150070732,3609.1645847758173,326.30803095233415,,,189.42000000000002
9558,HUNTING,16.0,28.0,Pennsylvania,468,289,12.858577728688694,4693.380870971373,3716.1289635910325,,,541.008
9562,HUNTING,10.0,22.0,Arizona,587,32,12.765016582021177,4659.23105243773,408.48053062467767,,,375.68
9564,HUNTING,15.0,27.0,Georgia,950,39,17.99014554794317,6566.403124999256,701.6156763697836,,,741.0
9566,HUNTING,19.0,31.0,New York,896,92,18.720862090870927,6833.1146631678885,1722.3193123601252,,,824.32
9574,HUNTING,10.0,22.0,Louisiana,861,280,15.459801322583635,5642.827482743027,4328.744370323418,,,964.3199999999999
9581,HUNTING,10.0,22.0,Arizona,302,137,9.156000424820911,3341.9401550596326,1254.3720582004648,,,165.49599999999998
9587,HUNTING,15.0,27.0,South Carolina,853,248,17.046977578113246,6222.146816011335,4227.650439372085,,,846.1759999999999
9590,HUNTING,10.0,22.0,Hawaii,880,99,15.629449038202074,5704.748898943757,1547.3154547820052,,,871.2
9591,HUNTING,19.0,31.0,New York,588,103,15.165631607698511,5535.455536809956,1562.0600555929466,,,605.64
9592,HUNTING,10.0,22.0,Alaska,968,18,16.3923044432908,5983.191121801142,295.06147997923443,,,662.112
9608,HUNTING,10.0,22.0,New Mexico,473,179,11.458635456078252,4182.401941468562,2051.095746638007,,,338.668
9614,HUNTING,29.0,29.0,Kansas,992,144,19.052230508091654,6954.064135453454,2743.5211931651984,,,571.392
9617,HUNTING,10.0,22.0,Maine,892,126,15.735652631700512,5743.513210570687,1982.6922315942645,,,449.568
9622,HUNTING,29.0,29.0,Missouri,577,99,14.530410969235682,5303.600003771024,1438.5106859543325,,,571.23
9636,HUNTING,10.0,22.0,Mississippi,290,294,8.972249287192879,3274.870989825401,2637.8412904347065,,,341.03999999999996
9653,HUNTING,10.0,22.0,New Mexico,784,163,14.752321348704923,5384.597292277297,2404.628379838902,,,511.168
9656,HUNTING,32.0,32.0,Ohio,703,186,16.847817285027062,6149.453309034878,3133.6940150150335,,,523.032
9687,HUNTING,10.0,22.0,Rhode Island,24,79,2.73972602739726,1000.0,216.43835616438355,,1185.0,18.96
9690,HUNTING,10.0,22.0,Vermont,763,109,14.553404542814947,5311.992658127456,1586.3210951668293,,,831.67
9699,HUNTING,11.0,23.0,Arkansas,110,139,5.650036492474859,2062.2633197533237,785.3550724540054,,,61.160000000000004
9719,HUNTING,16.0,28.0,Virginia,701,329,15.737256265093894,5744.098536759271,5177.557311215891,,,922.5160000000001
9721,HUNTING,10.0,22.0,Alaska,598,184,12.884065519266331,4702.683914532211,2370.668055545005,,,440.128
9722,HUNTING,10.0,22.0,Mississippi,509,88,11.886697860998085,4338.644719264301,1046.0294117678316,,,447.91999999999996
9723,HUNTING,10.0,22.0,Washington,595,102,12.851706994706994,4690.873053068053,1310.8741134601134,,,606.9
9729,HUNTING,10.0,22.0,Alaska,751,2,14.438507446375446,5270.055217927038,28.877014892750893,,,75.10000000000001
9740,HUNTING,10.0,22.0,Delaware,228,165,7.955541694188019,2903.772718378627,1312.6643795410232,,,150.48000000000002
9749,HUNTING,10.0,22.0,Tennessee,322,270,9.454319363425023,3450.8265676501333,2552.6662281247563,,,347.76
9751,HUNTING,32.0,32.0,Ohio,307,163,11.133588590200954,4063.7598354233482,1814.7749402027555,,,200.164
9759,HUNTING,10.0,22.0,Oregon,572,5,12.600864660988199,4599.315601260692,63.004323304940996,,,143.0
9764,HUNTING,20.0,32.0,Minnesota,373,263,12.272142720737627,4479.332093069233,3227.573535553996,,,392.396
9765,HUNTING,10.0,22.0,Texas,854,255,15.396828346693653,5619.842346543183,3926.1912284068812,,,871.0799999999999
9790,HUNTING,10.0,22.0,Nebraska,343,86,9.75774338739555,3561.5763363993756,839.1659313160173,,,294.98
9794,HUNTING,10.0,22.0,Mississippi,119,359,5.747458093414875,2097.8222040964292,2063.33745553594,,,170.88400000000001
9800,HUNTING,29.0,29.0,Kentucky,300,166,10.47732989525045,3824.2254117664143,1739.236762611575,,,199.2
9812,HUNTING,10.0,22.0,Nebraska,606,216,12.969960240620347,4734.035487826427,2801.511411973995,,,523.584
9815,HUNTING,10.0,22.0,North Dakota,148,329,6.409633395344343,2339.5161893006853,2108.769387068289,,,194.768
9819,HUNTING,19.0,31.0,Indiana,672,291,16.212742151439283,5917.650885275339,4717.907966068831,,,782.2080000000001
9830,HUNTING,10.0,22.0,Rhode Island,159,98,6.643560508355847,2424.8995855498843,651.068929818873,,,155.82000000000002
9831,HUNTING,10.0,22.0,New Mexico,117,91,5.698955470165465,2080.1187466103947,518.6049477850573,,,106.47
9837,HUNTING,10.0,22.0,Tennessee,497,24,11.745743890059446,4287.196519871698,281.8978533614267,,,453.264
9848,HUNTING,10.0,22.0,Tennessee,152,23,6.495672592732486,2370.9204963473576,149.40046963284718,,,132.84799999999998
9853,HUNTING,17.0,29.0,Maryland,96,170,3.8737827160840843,1413.9306913706907,658.5430617342944,,,65.28
9869,HUNTING,17.0,29.0,Maryland,727,97,16.31012151401206,5953.194352614401,1582.0817868591698,,,705.19
9884,HUNTING,10.0,22.0,South Dakota,403,345,10.576813724047495,3860.537009277336,3649.000734796386,,,556.14
9888,HUNTING,10.0,22.0,Louisiana,484,182,11.591109631125297,4230.7550153607335,2109.581952864804,,,352.352
9899,HUNTING,15.0,27.0,Georgia,807,123,16.580958858274332,6052.049983270132,2039.4579395677429,,,397.04400000000004
9901,HUNTING,10.0,22.0,Louisiana,751,286,14.438507446375446,5270.055217927038,4129.413129663378,,,859.144
9912,HUNTING,29.0,29.0,Kentucky,722,213,16.2539376697753,5932.687249467985,3462.088723662139,,,615.144
9913,HUNTING,10.0,22.0,Hawaii,949,118,16.23063229383052,5924.18078724814,1915.2146106720015,,,1119.82
9916,HUNTING,11.0,23.0,West Virginia,124,138,5.998818924225383,2189.568907342265,827.8370115431029,,,68.448
9926,HUNTING,11.0,23.0,West Virginia,285,53,9.094468860694105,3319.481134153348,482.0068496167876,,,302.1
9937,HUNTING,10.0,22.0,Louisiana,82,360,2.7458834915872457,1002.2474744293447,988.5180569714084,,,118.08
9938,HUNTING,13.0,25.0,Oklahoma,403,121,11.274921313633891,4115.34627947637,1364.2654789497008,,,195.05200000000002
9947,HUNTING,10.0,22.0,South Dakota,125,190,5.890570243147427,2150.058138748811,1119.2083461980112,,,95.0
9956,HUNTING,15.0,27.0,Georgia,754,185,16.027232875869327,5849.939999692304,2965.0380820358255,,,557.96
9977,HUNTING,15.0,27.0,South Carolina,369,193,11.212076632507054,4092.4079708650747,2163.9307900738613,,,284.868
9982,HUNTING,29.0,29.0,Illinois,115,315,6.48692551712019,2367.7278137488693,2043.3815378928598,,,144.9
